Game,Talent,Activation,Force?,Ranked?,ShortDesc,LongDesc
Edge of the Empire,Skilled Jockey,Passive,0,1,Remove :bk: per rank of Skilled Jockey from all Piloting (Planetary) and Piloting (Space) checks the character attempts.,The character removes :bk: per rank of Skilled Jockey from all Piloting (Planetary) and Piloting (Space) checks the character attempts.
Edge of the Empire,Skilled Slicer,Active (Incidental),0,0,When making a Computers check may spend :tri: to make further Computers checks within this system as maneuvers.,"When making a Computers check, the character may spend :tri: to gain some measure of control over the target system. Any further Computers checks within this system can be made as maneuvers."
Edge of the Empire,Smooth Talker,Active (Incidental),0,1,"When first acquired, choose 1 skill: Charm, Coercion, Deception or Negotiation. When making checks with that skill, spend :tri: to gain additional :suc: equal to ranks in Smooth Talker.","When a character acquires this talent, he chooses one skill: Charm, Coercion, Negotiation, or Deception. When making checks with that skill, he may spend :tri: to gain additional :suc: equal to his ranks in Smooth Talker."
Edge of the Empire,Sniper Shot,Active (Maneuver),0,1,"Before making a non-thrown ranged attack, may perform a Sniper Shot maneuver to increase the weapon's range by 1 range band per rank in Sniper Shot. Upgrade the difficulty of the attack by 1 per range band increase.","Once per round before making a non-thrown ranged attack, the character may perform a maneuver to attempt a Sniper Shot. Sniper Shot increases the maximum range of his ranged weapon up to one range band per rank. For each rank beyond the normal maximum of the weapon, upgrade the difficulty of the check by one (this is in addition to the increased difficulty of the shot due to longer range)."
Edge of the Empire,Soft Spot,Active (Incidental),0,0,"After making a successful attack, spend 1 Destiny Point to add damage equal to Cunning to one hit.","After making a successful attack with a non-starship/ vehicle weapon, the character may spend one Destiny Point to add damage equal to his Cunning to one hit of the successful attack."
Edge of the Empire,Solid Repairs,Passive,0,1,The character repairs +1 hull trauma per rank of Solid Repairs whenever he repairs a starship or vehicle.,The character repairs + 1 hull trauma per rank of Solid Repairs whenever he repairs a vehicle or starship.
Edge of the Empire,Spare Clip,Passive,0,0,Cannot run out of ammo due to :des:. Items with Limited Ammo quality run out of ammo as normal.,The character does not run out of ammo on a :des: . Items with Limited Ammo quality run out of ammo as normal.
Edge of the Empire,Speaks Binary,Passive,0,1,"When directing NPC droids, may grant them :bl: per rank of Speaks Binary on checks.",The character grants :bl: per rank of Speaks Binary to any tasks he directs a nonplayer droid to perform.
Edge of the Empire,Speaks Binary (Improved),Passive,0,0,"When directing NPC droids, those droids grant additional :bl: in addition to other benefits.",
Edge of the Empire,Speaks Binary (Supreme),Active (Maneuver),0,0,"Once per encounter, may perform the Speaks Binary maneuver. A number of NPC droids up to ranks in Speaks Binary may use the character’s ranks for 1 skill of character’s choice.",
Edge of the Empire,Stalker,Passive,0,1,Add :bl: per rank of Stalker to all Stealth and Coordination checks.,The character adds :bl: per rank of Stalker to all Coordination and Stealth checks.
Edge of the Empire,Steely Nerves,Active (Incidental),0,0,Spend 1 Destiny Point to ignore effects of Critical Injuries on Willpower or Presence checks until the end of the encounter.,The character may spend one Destiny Point to ignore the effects of ongoing Critical Injuries on any Presence or Willpower related checks until the end of the encounter. He still suffers from the injury itself.
Edge of the Empire,Stim Application,Active (Action),0,0,"Take the Stim Application Action: make an Average (:adv: :adv:) Medicine check. If successful, 1 engaged ally increases 1 characteristic by 1 for the encounter and suffers 4 strain.","The character may take the Stim Application action. To perform this action, he must have access to drugs, a medpac, or stimpacks. He makes a Average (:pu: :pu:) Medicine check. If successful, one ally he is engaged with (including himself) increases one characteristic of the character's choice by one for the remainder of the encounter, and suffers four strain. A single character's individual characteristics may each only be increased once by Stim Application during an encounter."
Edge of the Empire,Stim Application (Improved),Active (Incidental),0,0,"When performing Stim Application Action, may increase difficulty of check to Hard (:pu: :pu: :pu:), and target only suffers 1 strain.","As an incidental, when performing the Stim Application action, the character may increase the difficulty of the Medicine check to Hard (:pu: :pu: :pu:) as an incidental. If he does so, the target of the action suffers one strain instead of four."
Edge of the Empire,Stim Application (Supreme),Passive,0,0,"When performing the Stim Application Action, spend :tri: to increase an additional Characteristic by 1.","When performing the Stim Application action, each :tri: may be spent to increase an additional characteristic by one."
Edge of the Empire,Street Smarts,Passive,0,1,Remove :bk: per rank of Street Smarts from Streetwise or Knowledge (Underworld) checks.,Remove :bk: per rank of Street Smarts from any Streetwise or Knowledge (Underworld) checks the character attempts.
Edge of the Empire,Stroke of Genius,Active (Incidental),0,0,"Once per session, make one skill check using Intellect rather than the characteristic linked to that skill.","Once per game session, the character can choose to make one skill check using Intellect, rather than the characteristic linked to that skill. When he does this, he must explain how, in this particular instance, his intelligence is helping him overcome this challenge."
Edge of the Empire,Stunning Blow,Active (Incidental),0,0,"When making Melee checks, may inflict damage as strain instead of wounds. This does not ignore soak.","When making Melee checks, the character may choose to deal damage as strain instead of wounds. This does not ignore soak."
Edge of the Empire,Stunning Blow (Improved),Active (Incidental),0,0,"When dealing strain damage with Melee or Brawl checks, may spend :tri: to stagger target for 1 round per :tri:.","When dealing strain damage with Melee or Brawl checks, the character may spend a :tri: result to stagger his target (see page 218) for one round per :tri: spent."
Edge of the Empire,Superior Reflexes,Passive,0,0,Gain +1 melee defense.,The character gains + 1 melee defense
Edge of the Empire,Surgeon,Passive,0,1,"When making a Medicine check to help a character heal wounds, the target heals I addilional wound per rank of Surgeon.","When this character makes a Medicine check to help a character heal wounds, the target heals one additional wound per rank of Surgeon."
Edge of the Empire,Swift,Passive,0,0,Do not suffer usual penalties for moving through difficult terrain.,"The character does not suffer the penalties for moving through difficult terrain (he moves through it at normal speed, without spending additional maneuvers)."
Edge of the Empire,Targeted Blow,Active (Incidental),0,0,"After making a successful attack, may spend 1 Destiny Point to add damage equal to Agility to one hit.","On a successful attack during combat with a non-starship/ vehicle weapon, the character may spend one Destiny Point to add damage equal to his Agility to one hit of the successful attack."
Edge of the Empire,Technical Aptitude,Passive,0,1,Reduce time needed to complete Computer-related tasks by 25% per rank.,"For each rank, the character reduces the amount of time needed to complete Computer-related tasks by 25%."
Edge of the Empire,Tinkerer,Passive,0,1,May add 1 additional hard point to a number of items equal to ranks in Tinkerer. Each item may only be modified once.,"The character makes one piece of equipment more modifiable. He chooses one piece of equipment and increases its number of hard points by one. He can only do this once per piece of equipment, but can modify a number of pieces of equipment equal to his ranks in Tinkerer. If he loses a modified piece of equipment, he may apply Tinkerer to a new one."
Edge of the Empire,Touch of Fate,Active (Incidental),1,0,"Once per session, add :bl: :bl: to any 1 check.","Once per game session, the character may add :bl: :bl: to any one skill check."
Edge of the Empire,Toughened,Passive,0,1,Gain +2 wound threshold.,The character increases his wound threshold by two per rank of Toughened.
Edge of the Empire,Tricky Target,Passive,0,0,Count vehicle or starship piloted as having a silhouette 1 lower when being attacked.,"Any vehicle the character pilots counts as having a silhouette one lower than normal when being attacked, to a minimum of 0."
Edge of the Empire,Unarmed Parry,Passive,0,0,May Parry while unarmed. Reduce strain cost to Parry while unarmed by 1 (to a minimum of 1).,"The character may perform the Parry incidental while unarmed. When the character performs the Parry incidental while unarmed, reduce the strain she suffers from the Parry incidental by 1, to a minimum of 1."
Edge of the Empire,Uncanny Reactions,Passive,1,1,Add :bl: per rank of Uncanny Reactions to all Vigilance checks.,The character adds :bl: per rank of Uncanny Reactions to all Vigilance checks.
Edge of the Empire,Uncanny Senses,Passive,1,1,Add :bl: per ranks of Uncanny Senses to all Perception checks.,The character adds :bl: per rank of Uncanny Senses to all Perception checks.
Edge of the Empire,Utility Belt,Active (Incidental),1,0,Spend 1 Destiny Point to perform a Utility Belt incidental; produce a previously undocumented item or weapon (with restrictions) from a tool belt or satchel.,"The character may spend one Destiny Point to perform a Utility Belt incidental to produce a previously undocumented—but essential—small tool from his utility belt, satchel, or pockets, with a rarity no greater than (4). This cannot be a weapon unless the weapon has the Limited Ammo 1 quality."
Edge of the Empire,Utinni!,Passive,0,1,Remove :bk: per rank of Utinni! From checks to find or scavenge items or gear. Such checks take half the time.,"The character removes :bk: equal to the character's ranks in Utinni! from checks made to find or scavenge items or gear. These checks could include Negotiation, Perception, or other checks, depending on circumstances  and the GM's discretion. Such skill checks take half their normal time (this does not decrease with multiple ranks of Utinni!)."
Edge of the Empire,Well Rounded,Passive,0,1,Choose any 2 skills. They permanently become career skills.,The character chooses any two skills. They permanently become career skills.
Edge of the Empire,Wheel and Deal,Passive,0,1,"When selling goods legally, gain 10% more credits per rank of Wheel and Deal.","When he sells legal goods to a reputable merchant or business, the character gains an additional 10% more credits per rank of Wheel and Deal (based on the original sell price of the good or item)."
Force and Destiny,Against All Odds,Active (Action),1,0,"When incapacitated, perform Against All Odds action; making Hard (:pu: :pu: :pu:) Resilience check with :wh: equal to Force rating. Heal wounds equal to :suc:, spend :ldsp: to add :suc:.","Once per session, if the character is incapacitated due to exceeding his wound threshold, he may perform the Against All Odds action (this action may be performed even though characters are normally barred from performing actions when incapacitated). The character makes a Hard (:pu: :pu: :pu:) Resilience check, rolling a number of :wh: equal to his Force rating as part of the check. If successful, the character heals wounds equal to :suc:. The character may spend Force points :ldsp: to add :suc: to the result."
Force and Destiny,Aggressive Negotiations,Active (Action),1,0,"Once per session, perform a Hard (:pu: :pu: :pu:) Lightsaber check to decrease the difficulty of all Negotiation checks for the rest of the encounter by 2.",
Force and Destiny,Alchemical Arts,Active (Incidental),1,1,"After making a check to craft a potion or talisman, may suffer strain up to twice ranks in Alchemical Arts. For every two strain, add :lsp: or :dsp: to results.",
Force and Destiny,Animal Bond,Passive,1,0,Develop long-term bond with single animal of silhouette no greater than half Force rating rounded down.,"Through the Force, the character with which he is currently interacting. This cannot be done during structured encounters. This animal must have a silhouette equal to or smaller than half the character's Force rating when the bond is created, rounded down (this means a character with Force rating 1 could only bond with a silhouette 0 animal). The bond persists as long as the character chooses it to, although at the GM's discretion, the bond may also be broken due to abusive treatment or other extenuating circumstances. 

As long as the bond persists. the animal remains near the character, and the controlling player dictates the animal's overall behavior (although, since the animal is only bonded with the character, not dominated, it may still perform certain inconvenient actions such as scratching furniture, consuming rations, and marking territory). Once per round in structured encounters, the character may spend one maneuver to direct his animal in performing one action and one maneuver. The animal must be within hearing and visual range of the character (generally medium range) to do this. Otherwise, the animal does not contribute to the encounter. The specifics of its behavior are up to the player and GM.
creates a bond
with a single animal"
Force and Destiny,Animal Empathy,Passive,1,0,"When making checks to handle or tame animals, add :wh: no greater than Force rating to the check. Spend :ldsp: to add :suc: or :adv: to the check.","When making checks to handle, tame, or control animals, the character may add a number of :wh: no greater than his Force rating to the check. The character may spend :ldsp: to add :suc: or :adv: (character's choice) to the result."
Force and Destiny,Armor Master (Supreme),"Active (Incidental, Out of Turn)",0,0,Once per round. may suffer 3 strain to take the Armor Master incidental; reduce the next Critical lnjury suffered by 10 per Point of soak to a minimum of 1.,
Force and Destiny,Ataru Technique,Passive,1,0,When making a check using the Lightsaber skill. The character may use Agility instead of Brawn.,"When making a Lightsaber skill check, the character may use Agility instead of Brawn."
Force and Destiny,Bad Cop,Passive,0,1,May spend :adv: :adv: from a Deception or Coercion check to upgrade ability of a single ally's subsequent Social Interaction check against the target a number of times equal to ranks in Bad Cop.,
Force and Destiny,Baleful Gaze,"Active (Incidental, Out of Turn)",1,0,"When targeted by combat check From within medium range, may spend a Destiny Point to upgrade the difficulty of the check a number of times equal to ranks in Coercion.",
Force and Destiny,Blind Spot,Passive,0,0,This character and allies within short range add :adv: to combat checks while benefiti ng from cover.,
Force and Destiny,Blooded (Improved),Active (Action),0,0,"As an action, make a Hard (:pu: :pu: :pu:) Resilience check to immediately recover from all poisons an side effects of drugs. Reduce difficulty once per rank of Blooded.",
Force and Destiny,Bodyguard (Improved),Active (Out of Turn),0,0,"Once per session, when an ally protected by the Body Guard maneuver suffers a hit, suffer the hit instead.","Once per round on the character's turn, the character may perform a Body Guard maneuver to protect one ally with whom he is engaged. He then suffers a number of strain no greater than his ranks in Body Guard. Until the start of the character's next turn, upgrade the difficulty of all combat checks targeting the protected ally a number of times equal to the strain suffered by the character."
Force and Destiny,Calming Aura,Passive,1,0,When an opponent targets character with a Force povver. Reduce :ldsp: generated by 1.,"When an opponent targets the character with a Force power. after the opponent generates O . reduce the total O generated by one, to a minimum of 0."
Force and Destiny,Calming Aura (Improved),Active (Maneuver),1,0,Spend a maneuver and suffer 2 strain to extend Calming Aura's effects to allies equal to Willpovver at short range until start of next turn.,The character may spend a maneuver and suffer 2 strain to extend the effects of Calming Aura to a number of allies within short range equal to his Willpower. This lasts until the beginning of his next turn.
Force and Destiny,Center of Being,Active (Maneuver),1,1,"Take a Center of Being maneuver. Until the beginning of next turn, attacks against the character increase their crilical rating by 1 per rank of Center of Being.","Once per round, when wielding a lightsaber, the character can make a Center of Being maneuver. Until the beginning of his next turn, whenever an enemy makes a melee attack targeting the character. the critical rating of the enemy's weapon counts as one higher per rank of Center of Being."
Force and Destiny,Center of Being (Improved),Passive,1,0,Suffer 1 strain to perform Center of Being maneuver as an Incidental.,The character may voluntarily suffer 1 strain to perform Center of Being as an incidental instead of a maneuver.
Force and Destiny,Channel Agony,Active (Incidental),1,1,"After rolling :wh:, may suffer wounds up to twice ranks in Channel Agony to add automatic :dsp: for every two wounds suffered to the results.",
Force and Destiny,Circle of Shelter,Passive,1,0,When an engaged ally surfers a hit. may use Parry or Reflect incidental against the hit.,"When an ally engaged with the character suffers a hit from a combat check, the character may use a Parry or Reflect incidental to reduce the damage the hit deals (even though he is not the target of the combat check)."
Force and Destiny,Comprehend Technology,Active (Action),1,0,Take Comprehend Technology action; make an Average (:pu: :pu:) Knowledge (Education) check to use Force rating as ranks in skills to use single item.,"Once per session. the character may take the Comprehend Technology action. making an Average (:pu: :pu:) Knowledge (Education) check to intuitively understand one weapon. armor set. or other piece of personal gear. Success means that for the remainder of the encounter, when the character makes any skill checks to use or repair the item, he may count his ranks in The applicable skill as equal to his current Force rating. 

For example, a character may use Comprel1end Technology to count his ranks in Mechanics as equal to his Force rating when repairing a broken lightsaber, or he can count his ranks in Ranged (Light) as equal to his Force rating when firing a blaster pistol."
Force and Destiny,Conditioned,Passive,0,1,Remove :bk: per rank of Conditioned from Athlelics and Coordination checks.Reduce the damage and strain suffered from falling by 1 per rank of Conditioned.,The character removes :bk: per rank of Conditioned from his Athletics and Coordination checks. He reduces the damage and strain suffered from falling by 1 per rank of Coordination.
Force and Destiny,Congenial,"Active (Incidental, Out of Turn)",0,1,"May suffer a number of strain to downgrade difficulty of Charm or Negotiation checks or upgrade difficulty when targeted by Charm or Negotiation checks, by an equal number. Strain suffered this way cannot exceed ranks in Congenial.",
Force and Destiny,Contingency Plan,Active (Out of Turn),0,0,Spend 1 Destiny Point to recover strain equal to Cunning rating.,The character may spend one Destiny Point to recover strain equal Lo his Cunning rating.
Force and Destiny,Counterstrike,Passive,1,0,"When an attack misses the character and generates :des: or :thr: :thr:, may upgrade next Lightsaber (Cunning) check against attacker during encounter once.","Whenever an attack misses the character, the character may spend :thr: :thr: or :des: to upgrade the next Lightsaber (Cunning) combat check he makes against the attacker during his next turn once."
Force and Destiny,Crucial Point,Active (Incidental),0,1,"Once per session, the character may introduce to negotiations one potential concession that an opponent will do nearly anything to obtain.",
Force and Destiny,Defensive Circle,Active (Action),1,0,"May take the Defensive Circle action. making a Hard(:pu: :pu: :pu:) Lightsaber (Intellect) check. The character, plus one ally within short range per :suc: gains X defense until the beginning of next turn. X equals 1 plus 1 per :adv: :adv:.","While wielding a lightsaber. the character may take the Defensive Circle action. making a Hard (:pu: :pu: :pu:) Lightsaber (Intellect) check. If successful. the character plus one ally per :suc: within short range gains ranged and melee defense X until the beginning of the character's next turn. X equals 1, plus 1 for every :adv: :adv:."
Force and Destiny,Defensive Training,Passive,0,1,"When wielding a Lightsaber, Melee, or Brawl weapon. the weapon gains the Defensive quality with a rating equal to ranks in Defensive Training.","When the character wields a Lightsaber weapon, Melee weapon, or Brawl weapon, that weapon gains ranks in the Defensive item quality equal to the character's ranks in Defensive Training (this replaces any ranks in Defensive the weapon already has)."
Force and Destiny,Disruptive Strike,Active (Action),1,0,"Perform Disruptive Strike action; make a Lightsaber (Cunning) combat check, adding :wh: no greater than Force rating. Spend :ldsp: to add :fai: to the next combat check the target makes.",The character may take a Disruptive Strike action. making a Lightsaber (Cunning) combat check against one engaged target and adding :wh: no greater than Force rating to the check. The character may spend :ldsp: to add :fai: to the target's next combat check made during this encounter.
Force and Destiny,Djem So Deflection,Active (Out of Turn),1,0,"After using Reflect, may spend 1 Destiny Point to perform Move maneuver as out-of-turn incidental to close distance with or engage opponent.",After using the Reflect incidental. The character may spend one Destiny Point to perform a Move maneuver as an out of turn incidental to move closer to or engage an opponent. This incidental may be performed once per round.
Force and Destiny,Draw Closer,Active (Action),1,0,"Perform Draw Closer action: make a Lightsaber (Willpower) combat check against one silhouette 1 target within medium range, adding :wh: no greater than Force rating to check. Spend :ldsp: to move target one range band closer or to add :suc: to check.",The character may take a Draw Closer action. making a Lightsaber (Willpower) melee combat check against one silhouette 1 (or smaller) target within medium range and adding a number of :wh: no greater than Force rating to the check. The character may spend :ldsp: before resolving the success or failure of the check to move the target one range band closer to the character (including from short to engaged). He may also spend :ldsp: to add :suc: to the combat check. If the character cannot move his target to engage him. the combat check automatically misses.
Force and Destiny,Duelist's Training,Passive,0,0,Add :bl: to Melee and Lightsaber checks when engaged with only one opponent.,The character adds :bl: to his Melee and Lightsaber checks when engaged with only a single opponent. A single minion group counts as multiple opponents.
Force and Destiny,Empty Soul,Passive,1,0,"If the character is carrying items that total 2 encumbrance or less, add :lsp: :dsp: to Force power checks.",
Force and Destiny,Enhanced Leader,Passive,1,0,When making a Leadership check. add :wh: no greater than Force rating. Spend :ldsp: to add :suc: or :adv: to the resuIt.,"When making a Leadership check, the character may add :wh: no greater than Force rating to the check. The character may spend :ldsp: to add :suc: or :adv: (character's choice) to the result."
Force and Destiny,Falling Avalanche,Active (Incidental),1,0,Suffer 2 strain to add damage equal to Brawn to next Lightsaber combat check made this turn.,Once per round the character may suffer 2 strain to add additional damage equal to Brawn to one hit of a successful Lightsaber combat check.
Force and Destiny,Fearsome,Passive,0,1,"When an adversary becomes engaged with the character, the character may force the adversary to make a fear check, with the difficulty equal to the character's ranks in Fearsome.","When an adversary becomes engaged with the character, the character may force the adversary to make a fear check (see page 326), with the difficulty equal to the character's ranks in Fearsome. At the GM's discretion, some adversaries may be immune to this talent based on the type of adversary or the ongoing circumstances."
Force and Destiny,Feint,Passive,0,1,Spend :tri: or :adv: :adv: :adv: generated on a missed melee attack to upgrade difficulty of opponent's next altack targeting character by ranks in Feint.,"Upon missing an opponent with a Lightsaber, Brawl, or Melee combat check. the character may spend :tri: or :adv: :adv: :adv: to upgrade the difficulty of the opponent's next combat check targeting the character during this encounter by the character's ranks in Feint."
Force and Destiny,Font of Power,Active (Action),1,0,"Once per session, may take the Font of Power action. Until the end of the encounter, characters within medium range add automatic :lsp: or :dsp: to checks based on alignment.",
Force and Destiny,Force Assault,Passive,1,0,Spend :tri: or :adv: :adv: :adv: on a missed Lightsaber (Willpower) combat check to immediately perform Move Force power action as maneuver.,"Upon missing an opponent with a Lightsaber (Willpower) combat check, the character may spend :tri: or :adv: :adv: :adv: to perform a Move Force power action as a maneuver this turn (the character must still be able to perform maneuvers and still may not perform more than two maneuvers in a turn). 

The character must have already purchased the Move Force power to use it as part of this ability."
Force and Destiny,Force Protection,Active (Maneuver),1,1,Perform the Force Protection maneuver: suffer 1 strain and commit :wh: up to ranks of Force Protection. Increase soak by number of :wh: committed until beginning of next turn. Suffer 1 strain every turn :wh: remains committed.,"The character may take the Force Protection maneuver, suffering 1 strain and committing a number of :wh: no greater than Force rating or ranks of Force Protection. The character then increases his soak value by an equal amount. The character suffers 1 strain at the beginning of each of his turns in which he keeps these dice committed."
Force and Destiny,Forewarning,Active (Action),1,0,Perform the Forewarning action. All allies within medium range increase defense by character's Force rating until they act in the encounter.,"The character may take the Forewarning action. All allies within medium range increase their melee and ranged defense by a number equal to the character's Force rating until they take their first turn during an encounter. If they have already taken their first turn, Forewarning has no effect."
Force and Destiny,Go Without,Active (Incidental),0,0,"Once per session, the character counts as having the tools for the job when making a skill check.",
Force and Destiny,Hawk Bat Swoop,Active (Action),1,0,Take the Hawk Bat Swoop action. Perform a Lightsaber (Agility) combat check against target within short range. adding :wh: no greater than Force rating. Spend :ldsp: to engage target and spend :ldsp: to add :adv: to check.,"The character may take a Hawk Bat Swoop action, performing a Lightsaber (Agility) melee combat check against one target within short range and adding :wh: no greater than Force rating to the pool. The character may spend :ldsp: before resolving the success or failure of the check to engage the target immediately as an incidental, and may spend :ldsp: to add :adv: to the check. If the character cannot move to engage the target, the attack automatically misses."
Force and Destiny,Healing Trance,Active (Action),1,1,Commit :wh:. For every full encounLer :wh: remains committed. Heal 1 wound per rank or Healing Trance.,"The character may commit :wh:. For every full encounter :wh: remains committed, the character heals 1 wound he is suffering per rank of Healing Trance. This is in addition to wounds healed due to natural rest or other abilities. If in a situation without defined encounters, the GM can have Healing Trance take effect every 12 hours."
Force and Destiny,Healing Trance (Improved),Passive,1,0,"When healing wounds due to Healing Trance, make a Resilience check to heal a Critical Injury. Difficulty of the check equals severity of the Critical Injury.","Whenever the character heals wounds as a result of Healing Trance, if the character is suffering from a Critical Injury, he makes a Resilience check with the difficulty equal to the Critical Injury's severity rating. On a successful check, the character recovers from the Critical Injury. If the character is suffering from multiple Critical Injuries, he chooses which one to attempt to recover from."
Force and Destiny,Identify Ingredients,"Active (Incidental, Out of Turn)",1,0,"After being exposed to a substance, as an out of turn incidental, may roll :wh: no greater than Force rating. Spend :ldsp: :ldsp: to immediately identify its composition and effects.",
Force and Destiny,Imbue Item,Active (Maneuver),1,0,"Take the Imbue Item maneuver; suffer 1 strain and commit :wh: to grant one weapon, piece of armor, or item an improvement while :wh: remains committed. Suffer 1 strain every round :wh: remains committed.","The character may take the Imbue Item maneuver, suffering 1 strain and committing :wh:. He then grants one weapon or item within short range a temporary enhancement chosen from the following options: increase weapon's damage by 1, decrease the :adv: cost for its Critical Hit or for any other single effect by 1, to a minimum of 1, or increase a piece of armor's ranged or melee defense by 1 . Alternatively, the character can decrease an item's encumbrance by 2 to a minimum of 1. The character suffers 1 strain at the beginning of each of his turns in which he keeps this die committed."
Force and Destiny,Improvised Concoction,Active (Action),1,0,"Once per session, as an action, make a Hard (:pu: :pu: :pu:) Knowledge (Xenology) check, adding :wh: no greater than Force rating to create 1 dose of a poison or drug with rarity of Intellect + :suc: + :ldsp: spent or lower.",
Force and Destiny,Intuitive Evasion,Active (Maneuver),1,1,Perform the Intuitive Evasion maneuver; suffer 1 strain and commit :wh: up to ranks of Intuitive Evasion. Upgrade difficulty of combat checks targeting starship or vehicle by equal amount. Suffer 1 strain every round :wh: remains committed.,"When piloting a vehicle of silhouette 5 or smaller, the character may take the Intuitive Evasion maneuver, suffering l strain and committing a number of :wh: no greater than his Force rating or his ranks of Intuitive Evasion. He then upgrades the difficulty of combat checks targeting his vehicle by an equal amount. The character suffers 1 strain at the beginning of each of his turns in which these dice remain committed."
Force and Destiny,Intuitive Improvements,Passive,1,0,"When making check to craft or repair item, may add :wh: no greater than Force rating to check. Spend :ldsp: :ldsp: to increase hard points by 1, to max of +2.","When making a check to repair or craft a non-starship or vehicle item, the character may add :wh: no greater than Force rating to the check. The character may spend :ldsp: :ldsp: to permanently increase the number of hard points the item has by 1. to a maximum of 2 additional hard points. An item may only be improved in this way once."
Force and Destiny,Intuitive Shot,Passive,1,0,"When making a Ranged (Heavy) or Ranged (Light) combat check, add :wh: no greater than Force rating to check. May spend :ldsp: to add :suc: or :adv:.","When making a Ranged (Heavy) or Ranged (Light) combat check, the character may add :wh: no greater than Force rating to the check. The character may spend :ldsp: to add :suc: or :adv: (character's choice) to the result."
Force and Destiny,Intuitive Strike,Passive,1,0,"When making a combat check with a planetary scale weapon, add :wh: no greater than Force rating to the check. Spend :ldsp: :ldsp: to add :suc: or :adv:.","When making a combat check with a vehicle weapon, the character may add :wh: no greater than Force rating to the check. The character may spend :ldsp: :ldsp: to add :suc: or :adv: (character's choice) to the result."
Force and Destiny,Iron Soul,Passive,0,0,"When carrying items that total 2 encumbrance or less, at the end of each encounter, heal all strain the character is suffering.",
Force and Destiny,Keen Eyed,Passive,0,1,Remove :bk: per rank of Keen Eyed from Perception and Vigilance checks. Decrease time to search a specific area by half.,The character removes :bk: per rank of Keen Eyed from his Perception and Vigilance checks. Checks made to search a specific area take 50% less time than normal. This does not decrease with additional ranks of Keen Eyed.
Force and Destiny,Knowledge Is Power,Active (Incidental),1,0,"Once per session. When making a check, count Force rating as being equal to ranks in Knowledge (Lore).","Once per session, when making a single check, the character may treat his Force rating as being equal to his ranks in Knowledge (Lore)."
Force and Destiny,Knowledgeable Healing,Passive,0,0,"When healing an ally, spend 1 Destiny Point t o heal additional wounds equal to ranks in Knovvledge (Xenology).","When the character performs a successful Medicine check to heal an ally, the character may spend one Destiny Point to allow The target to heal additional wounds equal to the character's ranks in Knowledge (Xenology)."
Force and Destiny,Makashi Finish,Active (Action),1,0,Take the Makashi Finish action. Perform a Lightsaber (Presence) combat check against engaged target. adding :wh: no greater than Force rating. Spend :ldsp: to add +10 to any resulting Critical Injury rolls.,"The character may take the Makashi Finish action, making a Lightsaber (Presence) combat check against an engaged target, adding :wh: no greater than Force rating to the check. The character may spend :ldsp: to add +10 to any Critical Injury roll resulting from the check."
Force and Destiny,Makashi Flourish,Active (Action),1,0,"Once per encounter. Perrorm Makashi Flourish action. Make an Average (:pu: :pu:) Lightsaber (Presence) check. 1 engaged opponent suffers strain equal to :suc:, and heal an equal amount of strain.","Once per encounter, the character may take the Makashi Flourish action, making an Average (:pu: :pu:) Lightsaber (Presence) check. If it is successful, one engaged opponent suffers strain equal to :suc: (ignoring soak). and the character recovers an equal amount of strain. The character may also spend :adv: :adv:, or :tri: generated on the check to stagger the opponent until the end of the target's next turn."
Force and Destiny,Makashi Technique,Passive,1,0,When making a check using the Lightsaber skill. The character may use Presence instead of Brawn.,"When making a check using the Lightsaber skill, the character may use Presence instead of Brawn."
Force and Destiny,Master Artisan,Active (Incidental),0,0,"Once per round, may take the Master Artisan incidental; suffer 2 strain to decrease the difficulty of next Mechanics check by 1, to a minimum of Easy (:pu:).","Once per round. the character may voluntarily suffer 2 strain to decrease the difficulty of his next Mechanics check (or his next check to build or mod an item) by one, to a minimum of Easy (:pu:)."
Force and Destiny,Master Instructor,"Active (Incidental, Out of Turn)",0,0,"Once per round as an out of turn incidental, may suffer 2 strain to allow ally to use character’s ranks in Discipline for next Discipline check an ally makes.",
Force and Destiny,Meditative Trance,Passive,1,0,"When Suffocating, the character suffers 1 strain each round instead of 3, When exposed to vacuum, the character suffers 1 wound each round instead of 3.",
Force and Destiny,Mental Bond,Active (Action),1,0,"May perform the Mental Bond action. Commit :wh:. While committed, may communicate with bonded animal at long range and see and hear through its senses.","The character may take the Mental Bond action, committing :wh:. As long as :wh: remains committed, he may communicate mentally with an animal bonded to him via the Animal Bond talent. He can see and hear what it sees and hears, and in structured encounters, he may direct his animal (see the Animal Bond talent, page 1 38) at up to extreme range."
Force and Destiny,Mental Tools,Passive,1,0,Always count as havng the right tools for the job when performing Mechanics checks .,The character always counts as having the right tools for the job (see page 181) when performing Mechanics checks.
Force and Destiny,Mind Bleed,"Active (Incidental, Out of Turn)",1,0,"When attacked, the character may choose to suffer strain no greater than the number of wounds suffered from the attack. If he does so, the attacker then suffers a number of wounds equal to the strain suffered by the character.",
Force and Destiny,Multiple Opponents,Passive,0,0,"Add :bl: to Lightsaber, Brawl and Melee checks when engaged with multiple opponents.","The character adds :bl: to his Brawl, Melee, and Lightsaber combat checks when engaged with multiple opponents. This includes single groups of multiple minions."
Force and Destiny,Natural Blademaster,Active (Incidental),0,0,"Once per session, may reroll any 1 Lightsaber or Melee check.","Once per game session, the character may reroll any one Lightsaber or Melee check."
